date	Paris	Londres	Moscow	Madrid	Casablanca	Abidjan	Dakar	New York	Los Angles	Toronto	Istanbul	Shanghai	Tokyo	Melbourne	Vide
1916-09-01	14.2	13.152000000000001	8.423	16.307000000000002	22.404	25.057	27.818	17.233999999999998	19.805999999999997	14.540999999999999	18.74	18.74	22.248	11.473	
1916-10-01	10.949000000000002	10.648	3.41	12.679	18.605	25.465	27.799	11.133	13.243000000000002	7.932	15.565	15.565	14.314	12.123	
1916-11-01	6.489	6.3820000000000014	-0.975	6.417000000000001	13.513	26.365	25.462	4.38	10.645	0.9190000000000004	13.091	13.091	9.767999999999999	13.377	
1916-12-01	3.38	1.963	-7.475	4.301	11.082	25.916	23.284000000000002	-1.7	7.245999999999999	-5.496	9.665	9.665	4.832999999999998	17.208	
1917-01-01	0.1939999999999995	1.1669999999999998	-11.828	1.773	8.965	26.537000000000006	22.035	-2.5540000000000003	6.502000000000002	-8.138	7.3870000000000005	7.3870000000000005	0.31099999999999994	18.524	
1917-02-01	-0.09199999999999964	0.8369999999999997	-16.964000000000002	3.266	10.517999999999999	26.889	20.607	-4.173	9.057	-12.18	3.738	3.738	2.201	17.915000000000006	
1917-03-01	3.8889999999999993	3.0410000000000013	-9.446	4.899000000000001	11.574000000000002	27.823	21.249	1.98	9.466000000000001	-2.4490000000000003	8.759	8.759	4.718	16.25	
1917-04-01	6.1979999999999995	5.075	5.557	7.641	14.129000000000001	27.502	21.122	8.044	12.547	3.0340000000000003	12.124	12.124	10.767000000000001	11.868	
1917-05-01	16.032	13.372	7.991000000000001	13.811	18.108	26.756	22.165000000000006	10.847999999999999	14.02	7.976	14.073999999999998	14.073999999999998	14.050999999999998	9.721	
1917-06-01	18.518	16.277	18.659000000000002	17.847	21.785999999999998	26.201	24.704	19.535999999999998	21.590999999999998	14.701999999999998	19.283	19.283	18.784000000000002	8.283999999999999	
1917-07-01	18.299	16.561	17.338	22.336	25.47	25.444000000000006	27.482000000000006	22.505	25.256	19.597	22.326	22.326	25.058000000000003	8.187000000000001	
1917-08-01	17.079	16.019000000000002	17.942999999999998	19.592	25.273000000000003	25.143	27.354000000000006	22.38	23.283	17.787	23.176	23.176	24.022	9.154	
1917-09-01	16.034000000000002	14.529000000000002	11.332	18.522	23.231	25.141	27.174000000000003	15.224999999999998	22.009	13.014	19.12	19.12	20.945999999999998	10.658	
1917-10-01	8.674000000000001	7.762	6.075	9.832	17.744999999999994	26.212	26.446	8.875	18.387	4.644	16.709	16.709	14.946	12.322000000000001	
1917-11-01	7.535	7.667000000000001	0.5649999999999997	6.736000000000001	12.729000000000001	26.836	24.809	2.844	13.724	-0.935	13.488	13.488	6.655	14.460999999999999	
1917-12-01	0.12699999999999978	1.4719999999999995	-7.824000000000002	1.335	8.149	27.195999999999998	22.162	-6.579	11.277000000000001	-10.091	5.551	5.551	2.0409999999999995	18.664	
1918-01-01	3.105	3.3160000000000003	-7.723000000000001	3.941	11.375	26.618	22.149	-8.596	8.821	-13.817	5.891	5.891	-0.7790000000000001	20.098	
1918-02-01	5.275	5.92	-6.848999999999998	4.947	10.849	26.88	21.357	-3.822	9.215	-9.501	4.978	4.978	1.422	18.935	
1918-03-01	6.682	5.932	-5.308	5.8450000000000015	11.998	27.402	20.695999999999998	4.086	12.008	-1.661	6.891	6.891	4.912	16.759999999999998	
1918-04-01	8.430000000000001	6.666	5.8889999999999985	7.404000000000001	13.3	27.125	21.146	8.775	14.13	4.5440000000000005	10.167	10.167	10.134	13.375	
1918-05-01	14.942	13.099	6.754	13.88	18.267	25.981	23.217	17.544	14.755	13.274	15.506999999999998	15.506999999999998	15.099999999999998	11.653	
